id,run_type,number_added,avg_time_per_insert,total_nodes,operation_count,height, rotations
13500000,inorder_avl_insertion,73002194,0.000000776,13500000,350,24,1
13550000,inorder_avl_insertion,72902195,0.000000712,13550000,350,24,1
13600000,inorder_avl_insertion,72802551,0.000000734,13600000,350,24,1
13650000,inorder_avl_insertion,72701872,0.000000757,13650000,350,24,1
13700000,inorder_avl_insertion,72601673,0.000000741,13700000,350,24,1
13750000,inorder_avl_insertion,72501706,0.000000735,13750000,350,24,1
13800000,inorder_avl_insertion,72401457,0.000000754,13800000,350,24,1
13850000,inorder_avl_insertion,72300847,0.000000761,13850000,350,24,1
13900000,inorder_avl_insertion,72200953,0.000000728,13900000,350,24,1
13950000,inorder_avl_insertion,72100798,0.000000757,13950000,350,24,1
14000000,inorder_avl_insertion,72001112,0.000000761,14000000,350,24,1
14050000,inorder_avl_insertion,71900857,0.000000748,14050000,350,24,1
14100000,inorder_avl_insertion,71800629,0.000000726,14100000,350,24,1
14150000,inorder_avl_insertion,71700379,0.000000756,14150000,350,24,1
14200000,inorder_avl_insertion,71600357,0.000000740,14200000,350,24,1
14250000,inorder_avl_insertion,71500369,0.000000733,14250000,350,24,1
14300000,inorder_avl_insertion,71400283,0.000000740,14300000,350,24,1
14350000,inorder_avl_insertion,71300850,0.000000753,14350000,350,24,1
14400000,inorder_avl_insertion,71200603,0.000000779,14400000,350,24,1
14450000,inorder_avl_insertion,71100422,0.000000765,14450000,350,24,1
14500000,inorder_avl_insertion,71000623,0.000000719,14500000,350,24,1
14550000,inorder_avl_insertion,70900409,0.000000763,14550000,350,24,1
14600000,inorder_avl_insertion,70800675,0.000000752,14600000,350,24,1
14650000,inorder_avl_insertion,70700285,0.000000717,14650000,350,24,1
14700000,inorder_avl_insertion,70600479,0.000000725,14700000,350,24,1
14750000,inorder_avl_insertion,70500020,0.000000762,14750000,350,24,1
14800000,inorder_avl_insertion,70399814,0.000000754,14800000,350,24,1
14850000,inorder_avl_insertion,70299338,0.000000769,14850000,350,24,1
14900000,inorder_avl_insertion,70199201,0.000000751,14900000,350,24,1
14950000,inorder_avl_insertion,70099683,0.000000738,14950000,350,24,1
15000000,inorder_avl_insertion,70000039,0.000000830,15000000,350,24,1
15050000,inorder_avl_insertion,69899870,0.000000787,15050000,350,24,1
15100000,inorder_avl_insertion,69800200,0.000000756,15100000,350,24,1
15150000,inorder_avl_insertion,69700030,0.000000793,15150000,350,24,1
15200000,inorder_avl_insertion,69600348,0.000000757,15200000,350,24,1
15250000,inorder_avl_insertion,69500672,0.000000730,15250000,350,24,1
15300000,inorder_avl_insertion,69400545,0.000000758,15300000,350,24,1
15350000,inorder_avl_insertion,69300905,0.000000731,15350000,350,24,1
15400000,inorder_avl_insertion,69200557,0.000000752,15400000,350,24,1
15450000,inorder_avl_insertion,69100544,0.000000753,15450000,350,24,1
15500000,inorder_avl_insertion,69000556,0.000000710,15500000,350,24,1
15550000,inorder_avl_insertion,68900856,0.000000735,15550000,350,24,1
15600000,inorder_avl_insertion,68800791,0.000000742,15600000,350,24,1
15650000,inorder_avl_insertion,68701147,0.000000711,15650000,350,24,1
15700000,inorder_avl_insertion,68601190,0.000000711,15700000,350,24,1
15750000,inorder_avl_insertion,68500788,0.000000714,15750000,350,24,1
15800000,inorder_avl_insertion,68400502,0.000000722,15800000,350,24,1
15850000,inorder_avl_insertion,68300349,0.000000749,15850000,350,24,1
15900000,inorder_avl_insertion,68200087,0.000000763,15900000,350,24,1
15950000,inorder_avl_insertion,68100488,0.000000726,15950000,350,24,1
16000000,inorder_avl_insertion,68001336,0.000000763,16000000,350,24,1
16050000,inorder_avl_insertion,67901811,0.000000793,16050000,350,24,1
16100000,inorder_avl_insertion,67801858,0.000000783,16100000,350,24,1
16150000,inorder_avl_insertion,67701562,0.000000815,16150000,350,24,1
16200000,inorder_avl_insertion,67601710,0.000000817,16200000,350,24,1
16250000,inorder_avl_insertion,67501420,0.000000849,16250000,350,24,1
16300000,inorder_avl_insertion,67400753,0.000000795,16300000,350,24,1
16350000,inorder_avl_insertion,67300676,0.000000757,16350000,350,24,1
16400000,inorder_avl_insertion,67201067,0.000000749,16400000,350,24,1
16450000,inorder_avl_insertion,67100971,0.000000714,16450000,350,24,1
16500000,inorder_avl_insertion,67001136,0.000000739,16500000,350,24,1
16550000,inorder_avl_insertion,66901364,0.000000762,16550000,350,24,1
16600000,inorder_avl_insertion,66801270,0.000000769,16600000,350,24,1
16650000,inorder_avl_insertion,66701214,0.000000769,16650000,350,24,1
16700000,inorder_avl_insertion,66601319,0.000000715,16700000,350,24,1
16750000,inorder_avl_insertion,66501726,0.000000738,16750000,350,24,1
16800000,inorder_avl_insertion,66401780,0.000000770,16800000,364,25,1
16850000,inorder_avl_insertion,66301676,0.000000768,16850000,364,25,1
16900000,inorder_avl_insertion,66202140,0.000000787,16900000,364,25,1
16950000,inorder_avl_insertion,66102137,0.000000800,16950000,364,25,1
17000000,inorder_avl_insertion,66002111,0.000000807,17000000,364,25,1
17050000,inorder_avl_insertion,65902325,0.000000802,17050000,364,25,1
17100000,inorder_avl_insertion,65802770,0.000000786,17100000,364,25,1
17150000,inorder_avl_insertion,65702545,0.000000762,17150000,364,25,1
17200000,inorder_avl_insertion,65602412,0.000000776,17200000,364,25,1
17250000,inorder_avl_insertion,65502210,0.000000802,17250000,364,25,1
17300000,inorder_avl_insertion,65402120,0.000000809,17300000,364,25,1
17350000,inorder_avl_insertion,65302133,0.000000834,17350000,364,25,1
