id,run_type,number_added,avg_time_per_insert,total_nodes,operation_count,height, rotations
17450000,random_avl_insertion,49751232,0.000003048,17450000,352,29,0
17500000,random_avl_insertion,38415270,0.000003078,17500000,357,29,2
17550000,random_avl_insertion,55390130,0.000003330,17550000,338,29,0
17600000,random_avl_insertion,23272660,0.000003105,17600000,338,29,0
17650000,random_avl_insertion,80207560,0.000003032,17650000,310,29,0
17700000,random_avl_insertion,91806257,0.000003128,17700000,352,29,0
17750000,random_avl_insertion,8444528,0.000003025,17750000,399,29,2
17800000,random_avl_insertion,47579487,0.000003036,17800000,324,29,0
17850000,random_avl_insertion,28271571,0.000002994,17850000,364,29,1
17900000,random_avl_insertion,12712529,0.000003021,17900000,352,29,0
17950000,random_avl_insertion,98483625,0.000003024,17950000,352,29,0
18000000,random_avl_insertion,86422454,0.000003009,18000000,336,29,1
18050000,random_avl_insertion,3667243,0.000002960,18050000,364,29,1
18100000,random_avl_insertion,61975245,0.000002934,18100000,385,29,2
18150000,random_avl_insertion,70616967,0.000003080,18150000,324,29,0
18200000,random_avl_insertion,32812718,0.000003231,18200000,352,29,0
18250000,random_avl_insertion,48094238,0.000003073,18250000,371,29,2
18300000,random_avl_insertion,78418353,0.000002923,18300000,324,29,0
18350000,random_avl_insertion,7238383,0.000003039,18350000,366,29,0
18400000,random_avl_insertion,77191643,0.000003063,18400000,352,29,0
18450000,random_avl_insertion,2385029,0.000003025,18450000,350,29,1
18500000,random_avl_insertion,64022845,0.000003084,18500000,324,29,0
18550000,random_avl_insertion,23699262,0.000003005,18550000,336,29,1
18600000,random_avl_insertion,26652300,0.000003055,18600000,399,29,2
18650000,random_avl_insertion,13915608,0.000002975,18650000,352,29,0
18700000,random_avl_insertion,32750745,0.000003028,18700000,336,29,1
18750000,random_avl_insertion,14039200,0.000002977,18750000,296,29,0
18800000,random_avl_insertion,91358952,0.000003005,18800000,352,29,0
18850000,random_avl_insertion,12020281,0.000002954,18850000,352,29,0
18900000,random_avl_insertion,10175722,0.000003269,18900000,378,29,1
18950000,random_avl_insertion,12240594,0.000003204,18950000,371,29,2
19000000,random_avl_insertion,43415116,0.000003193,19000000,352,29,0
19050000,random_avl_insertion,81481678,0.000003409,19050000,357,29,2
19100000,random_avl_insertion,97109930,0.000003089,19100000,322,29,1
19150000,random_avl_insertion,26897081,0.000002878,19150000,350,29,1
19200000,random_avl_insertion,56138739,0.000003048,19200000,378,29,1
19250000,random_avl_insertion,49430477,0.000002931,19250000,378,29,1
19300000,random_avl_insertion,4102521,0.000003000,19300000,352,29,0
19350000,random_avl_insertion,93181550,0.000003023,19350000,352,29,0
19400000,random_avl_insertion,28483002,0.000003058,19400000,357,29,2
19450000,random_avl_insertion,22520449,0.000003033,19450000,350,29,1
19500000,random_avl_insertion,60825343,0.000003008,19500000,338,29,0
19550000,random_avl_insertion,51418266,0.000003232,19550000,324,29,0
19600000,random_avl_insertion,1263636,0.000003107,19600000,385,29,2
19650000,random_avl_insertion,45707800,0.000003057,19650000,338,29,0
19700000,random_avl_insertion,63960094,0.000003067,19700000,350,29,1
19750000,random_avl_insertion,51278778,0.000003171,19750000,324,29,0
19800000,random_avl_insertion,69847574,0.000003148,19800000,352,29,0
19850000,random_avl_insertion,48583206,0.000003063,19850000,364,29,1
19900000,random_avl_insertion,13043231,0.000003308,19900000,366,29,0
19950000,random_avl_insertion,76286049,0.000003261,19950000,385,29,2
20000000,random_avl_insertion,29133042,0.000003098,20000000,366,29,0
20050000,random_avl_insertion,52309259,0.000003209,20050000,338,29,0
20100000,random_avl_insertion,30538284,0.000003369,20100000,352,29,0
20150000,random_avl_insertion,87524663,0.000003578,20150000,324,29,0
20200000,random_avl_insertion,91293991,0.000003763,20200000,338,29,0
20250000,random_avl_insertion,6838206,0.000003676,20250000,366,29,0
20300000,random_avl_insertion,2449495,0.000003641,20300000,350,29,1
20350000,random_avl_insertion,20814282,0.000003572,20350000,324,29,0
20400000,random_avl_insertion,24440423,0.000003509,20400000,371,29,2
20450000,random_avl_insertion,32841362,0.000003309,20450000,352,29,0
20500000,random_avl_insertion,46090490,0.000003728,20500000,392,29,1
20550000,random_avl_insertion,38514020,0.000003565,20550000,357,29,2
20600000,random_avl_insertion,45394423,0.000003740,20600000,338,29,0
20650000,random_avl_insertion,76052360,0.000003727,20650000,352,29,0
20700000,random_avl_insertion,6358137,0.000003717,20700000,378,29,1
20750000,random_avl_insertion,5584414,0.000003248,20750000,385,29,2
20800000,random_avl_insertion,82774558,0.000003449,20800000,324,29,0
20850000,random_avl_insertion,95333488,0.000003355,20850000,364,29,1
20900000,random_avl_insertion,3332309,0.000003176,20900000,392,29,1
20950000,random_avl_insertion,90134195,0.000003171,20950000,364,29,1
