id,run_type,number_added,avg_time_per_insert,total_nodes,operation_count,height, rotations
21000000,random_avl_insertion,70764404,0.000003281,21000000,350,29,1
21050000,random_avl_insertion,21190245,0.000003312,21050000,324,29,0
21100000,random_avl_insertion,76475038,0.000003204,21100000,338,29,0
21150000,random_avl_insertion,87129797,0.000003391,21150000,338,29,0
21200000,random_avl_insertion,40077542,0.000003421,21200000,357,29,2
21250000,random_avl_insertion,87864718,0.000003269,21250000,324,29,0
21300000,random_avl_insertion,86519940,0.000003531,21300000,357,29,2
21350000,random_avl_insertion,26206477,0.000003528,21350000,371,29,2
21400000,random_avl_insertion,27412019,0.000003649,21400000,399,29,2
21450000,random_avl_insertion,45195892,0.000003572,21450000,371,29,2
21500000,random_avl_insertion,28773442,0.000003632,21500000,378,29,1
21550000,random_avl_insertion,67243689,0.000003809,21550000,338,29,0
21600000,random_avl_insertion,34888425,0.000003483,21600000,378,29,1
21650000,random_avl_insertion,43218991,0.000003545,21650000,352,29,0
21700000,random_avl_insertion,76269197,0.000003762,21700000,399,29,2
21750000,random_avl_insertion,59417883,0.000004057,21750000,352,29,0
21800000,random_avl_insertion,93664557,0.000004460,21800000,338,29,0
21850000,random_avl_insertion,90063924,0.000003997,21850000,371,29,2
21900000,random_avl_insertion,54366973,0.000003707,21900000,371,29,2
21950000,random_avl_insertion,7172166,0.000003653,21950000,385,29,2
22000000,random_avl_insertion,45358063,0.000003808,22000000,366,29,0
22050000,random_avl_insertion,69671701,0.000003578,22050000,364,29,1
22100000,random_avl_insertion,93715487,0.000003820,22100000,364,29,1
22150000,random_avl_insertion,5773020,0.000003785,22150000,352,29,0
22200000,random_avl_insertion,38481242,0.000003426,22200000,357,29,2
22250000,random_avl_insertion,28897372,0.000003224,22250000,385,29,2
22300000,random_avl_insertion,69604438,0.000003278,22300000,338,29,0
22350000,random_avl_insertion,81652327,0.000003467,22350000,338,29,0
22400000,random_avl_insertion,24504894,0.000003452,22400000,324,29,0
22450000,random_avl_insertion,22939578,0.000003587,22450000,338,29,0
22500000,random_avl_insertion,62323091,0.000003627,22500000,338,29,0
22550000,random_avl_insertion,54475199,0.000003509,22550000,338,29,0
22600000,random_avl_insertion,94293317,0.000003635,22600000,371,29,2
22650000,random_avl_insertion,48046995,0.000003531,22650000,364,29,1
22700000,random_avl_insertion,38937385,0.000003591,22700000,350,29,1
22750000,random_avl_insertion,80135846,0.000003334,22750000,324,29,0
22800000,random_avl_insertion,33659359,0.000003393,22800000,371,29,2
22850000,random_avl_insertion,29089067,0.000003379,22850000,352,29,0
22900000,random_avl_insertion,29415921,0.000003292,22900000,366,29,0
22950000,random_avl_insertion,70605555,0.000003531,22950000,338,29,0
23000000,random_avl_insertion,78326810,0.000003227,23000000,378,29,1
23050000,random_avl_insertion,37163570,0.000003289,23050000,352,29,0
23100000,random_avl_insertion,87635186,0.000003155,23100000,385,29,2
23150000,random_avl_insertion,52666232,0.000003351,23150000,357,29,2
23200000,random_avl_insertion,61934380,0.000003150,23200000,352,29,0
23250000,random_avl_insertion,70594014,0.000003251,23250000,343,29,2
23300000,random_avl_insertion,37506237,0.000003261,23300000,338,29,0
23350000,random_avl_insertion,46689927,0.000003277,23350000,338,29,0
23400000,random_avl_insertion,55073609,0.000003211,23400000,371,29,2
23450000,random_avl_insertion,3045127,0.000003188,23450000,338,29,0
23500000,random_avl_insertion,38390571,0.000003353,23500000,324,29,0
23550000,random_avl_insertion,12336356,0.000003173,23550000,352,29,0
23600000,random_avl_insertion,82083459,0.000003257,23600000,364,29,1
23650000,random_avl_insertion,59712003,0.000003380,23650000,324,29,0
23700000,random_avl_insertion,70460621,0.000003512,23700000,364,29,1
23750000,random_avl_insertion,248004,0.000003649,23750000,385,29,2
23800000,random_avl_insertion,97550320,0.000003312,23800000,352,29,0
23850000,random_avl_insertion,12636611,0.000003503,23850000,385,29,2
23900000,random_avl_insertion,216758,0.000003319,23900000,352,29,0
23950000,random_avl_insertion,53649668,0.000003264,23950000,380,29,0
24000000,random_avl_insertion,94291983,0.000004178,24000000,366,29,0
24050000,random_avl_insertion,13408754,0.000004947,24050000,371,29,2
24100000,random_avl_insertion,22214659,0.000003363,24100000,371,29,2
24150000,random_avl_insertion,56163464,0.000003424,24150000,366,29,0
24200000,random_avl_insertion,37072381,0.000003273,24200000,392,29,1
24250000,random_avl_insertion,52986620,0.000003642,24250000,371,29,2
24300000,random_avl_insertion,70258571,0.000003613,24300000,338,29,0
24350000,random_avl_insertion,75486718,0.000003312,24350000,366,29,0
24400000,random_avl_insertion,50193783,0.000003394,24400000,350,29,1
24450000,random_avl_insertion,57283803,0.000003864,24450000,310,29,0
24500000,random_avl_insertion,59457885,0.000004166,24500000,338,29,0
24550000,random_avl_insertion,47805557,0.000003405,24550000,324,29,0
24600000,random_avl_insertion,21867780,0.000003463,24600000,364,29,1
24650000,random_avl_insertion,44524637,0.000003160,24650000,392,29,1
24700000,random_avl_insertion,94197278,0.000003342,24700000,364,29,1
24750000,random_avl_insertion,71691758,0.000003396,24750000,378,29,1
24800000,random_avl_insertion,86039528,0.000003466,24800000,324,29,0
24850000,random_avl_insertion,23627156,0.000003553,24850000,385,30,2
24900000,random_avl_insertion,42567568,0.000003415,24900000,371,30,2
24950000,random_avl_insertion,70105650,0.000003295,24950000,338,30,0
25000000,random_avl_insertion,95010323,0.000003541,25000000,352,30,0
